model,Time/Error,Result,Clauses,Variables,Literals,Memory (kB),Depth,InvariantSize
283_yosyshq_appnote_123_cv32e40x-p573.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,91942.0,133671.0,258964.0,758532.0,17,inf
284_yosyshq_appnote_123_cv32e40x-p574.aig.out.txt,58.56,UN_SAT,91746.0,133610.0,258468.0,184844.0,22,3256.0
285_yosyshq_appnote_123_cv32e40x-p584.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,97453.0,135405.0,273977.0,711668.0,16,inf
286_yosyshq_appnote_123_cv32e40x-p587.aig.out.txt,0.38,UN_SAT,91879.0,133646.0,258798.0,116872.0,12,23.0
287_yosyshq_appnote_123_cv32e40x-p592.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,94299.0,134383.0,265330.0,722632.0,14,inf
288_yosyshq_appnote_123_cv32e40x-p599.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,137262.0,146264.0,380802.0,1000904.0,22,inf
289_yosyshq_appnote_123_cv32e40x-p602.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,137216.0,146259.0,380668.0,418864.0,6,inf
28_shift_register_top_w32_d64_e0.aig.out.txt,543.39,SAT,34531.0,11231.0,101194.0,393916.0,71,-inf
290_yosyshq_appnote_123_cv32e40x-p607.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,92742.0,133918.0,261215.0,1036904.0,33,inf
291_yosyshq_appnote_123_cv32e40x-p610.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,91762.0,133620.0,258478.0,729160.0,20,inf
292_yosyshq_appnote_123_cv32e40x-p649.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,94562.0,134513.0,266222.0,1205896.0,27,inf
293_yosyshq_appnote_123_cv32e40x-p658.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,92829.0,133971.0,261344.0,717828.0,18,inf
294_yosyshq_appnote_123_cv32e40x-p660.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,92554.0,133887.0,260572.0,959840.0,24,inf
295_yosyshq_appnote_123_cv32e40x-p665.aig.out.txt,0.33,UN_SAT,92519.0,133876.0,260474.0,106660.0,6,63.0
296_yosyshq_appnote_123_cv32e40x-p681.aig.out.txt,7.12,UN_SAT,91723.0,133602.0,258415.0,128428.0,11,144.0
297_yosyshq_appnote_123_cv32e40x-p683.aig.out.txt,0.26,UN_SAT,91745.0,133607.0,258477.0,106752.0,2,2.0
298_yosyshq_appnote_123_cv32e40x-p698.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,117246.0,141069.0,329479.0,545136.0,14,inf
299_yosyshq_appnote_123_cv32e40x-p724.aig.out.txt,0.33,UN_SAT,91878.0,133644.0,258791.0,108988.0,8,27.0
29_analog_estimation_convergence.aig.out.txt,0.26,UN_SAT,1938.0,604.0,5150.0,51144.0,20,40.0
2_elevator.3.prop1-back-serstep.aig.out.txt,0.08,UN_SAT,7761.0,2334.0,22243.0,28472.0,5,3.0
300_yosyshq_appnote_123_cv32e40x-p733.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,91788.0,133621.0,258560.0,425372.0,12,inf
301_yosyshq_appnote_123_cv32e40x-p745.aig.out.txt,0.28,UN_SAT,91834.0,133635.0,258670.0,106452.0,6,11.0
302_yosyshq_appnote_123_cv32e40x-p749.aig.out.txt,0.27,UN_SAT,91890.0,133653.0,258871.0,106652.0,6,12.0
303_yosyshq_appnote_123_cv32e40x-p753.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,187165.0,163119.0,523587.0,859080.0,18,inf
304_yosyshq_appnote_123_cv32e40x-p760.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,160238.0,154969.0,446230.0,963400.0,16,inf
305_yosyshq_appnote_123_veer-p08.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,446823.0,146266.0,1263072.0,749024.0,8,inf
306_yosyshq_appnote_123_veer-p15.aig.out.txt,0.92,UN_SAT,464499.0,151475.0,1306603.0,212160.0,2,0.0
307_yosyshq_appnote_123_veer-p28.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,464636.0,151528.0,1306946.0,933384.0,13,inf
308_yosyshq_appnote_123_veer-p31.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,464659.0,151531.0,1306951.0,972664.0,14,inf
309_yosyshq_appnote_123_veer_axi-p05.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,470219.0,153402.0,1321819.0,872324.0,10,inf
30_ridecore.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,509414.0,140146.0,1495122.0,1003808.0,9,inf
310_yosyshq_appnote_123_veer_axi-p06.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,468938.0,152924.0,1318341.0,995692.0,12,inf
311_yosyshq_appnote_123_veer_axi-p23.aig.out.txt,0.99,UN_SAT,468894.0,152902.0,1318266.0,213980.0,8,10.0
312_yosyshq_appnote_123_veer_axi-p30.aig.out.txt,0.93,UN_SAT,452095.0,147947.0,1276690.0,206612.0,8,26.0
313_yosyshq_appnote_123_veer_axi-p31.aig.out.txt,0.97,SAT,452104.0,147951.0,1276711.0,206748.0,4,-inf
314_yosyshq_appnote_123_veer_axi-p32.aig.out.txt,0.96,UN_SAT,468017.0,152719.0,1315779.0,213792.0,2,0.0
315_yosyshq_appnote_123_veer_axi-p39.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,468168.0,152793.0,1316013.0,572156.0,6,inf
316_yosyshq_appnote_123_veer_axi-p62.aig.out.txt,3.21,SAT,468987.0,152955.0,1318405.0,274388.0,35,-inf
317_yosyshq_appnote_123_veer_axi-p74.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,452154.0,147952.0,1276822.0,1131452.0,12,inf
31_analog_estimation_convergence.aig.out.txt,0.03,SAT,730.0,249.0,1961.0,23804.0,6,-inf
32_VexRiscv-regch0-20-p1.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,30456.0,11141.0,87895.0,927472.0,20,inf
33_picorv32-check-p09.aig.out.txt,0.09,UN_SAT,28777.0,10243.0,83881.0,35412.0,5,6.0
34_ponylink-slaveTXlen-sat.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,39763.0,14399.0,113509.0,2952736.0,168,inf
35_zipcpu-busdelay-p09.aig.out.txt,0.02,UN_SAT,1326.0,880.0,3760.0,18972.0,2,0.0
36_zipcpu-busdelay-p10.aig.out.txt,0.21,UN_SAT,1394.0,897.0,3967.0,43960.0,16,109.0
37_zipcpu-zipmmu-p12.aig.out.txt,0.6,UN_SAT,4582.0,2146.0,13370.0,28392.0,5,642.0
38_zipcpu-zipmmu-p27.aig.out.txt,0.03,UN_SAT,4583.0,2148.0,13361.0,28392.0,6,13.0
39_zipcpu-zipmmu-p49.aig.out.txt,0.03,UN_SAT,4561.0,2138.0,13317.0,27892.0,6,8.0
3_lamport_nonatomic.5.prop1-back-serstep.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,11030.0,3319.0,30589.0,459952.0,5,inf
40_picorv32_mutCX_nomem-p1.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,70573.0,21422.0,204734.0,812632.0,7,inf
41_picorv32_mutCX_nomem-p2.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,70579.0,21424.0,204744.0,666004.0,7,inf
42_picorv32_mutCY_nomem-p8.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,71390.0,21613.0,207421.0,665700.0,7,inf
43_marlann_compute_cp_fail2-p1.aig.out.txt,0.04,SAT,855.0,2084.0,2326.0,31596.0,10,-inf
44_dspfilters_fastfir_second-p06.aig.out.txt,1732.87,UN_SAT,39063.0,11538.0,120002.0,289120.0,31,21416.0
45_dspfilters_fastfir_second-p24.aig.out.txt,1.1,UN_SAT,34438.0,10446.0,106300.0,75292.0,17,10.0
46_qspiflash_dualflexpress_divfive-p020.aig.out.txt,0.03,UN_SAT,2013.0,946.0,5823.0,23236.0,4,5.0
47_qspiflash_dualflexpress_divfive-p027.aig.out.txt,1685.88,UN_SAT,3387.0,1347.0,9827.0,1239004.0,192,33934.0
48_qspiflash_dualflexpress_divfive-p040.aig.out.txt,1.76,UN_SAT,2064.0,963.0,5969.0,57504.0,22,233.0
49_qspiflash_dualflexpress_divfive-p063.aig.out.txt,72.38,UN_SAT,2300.0,1035.0,6616.0,438540.0,185,1614.0
4_pgm_protocol.7.prop2-back-serstep.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,40232.0,11296.0,117763.0,446404.0,9,inf
50_qspiflash_dualflexpress_divfive-p114.aig.out.txt,21.72,UN_SAT,2479.0,1091.0,7102.0,430528.0,213,1797.0
51_qspiflash_dualflexpress_divfive-p162.aig.out.txt,274.57,UN_SAT,2295.0,1033.0,6605.0,486032.0,164,2859.0
52_qspiflash_dualflexpress_divthree-p050.aig.out.txt,3.56,UN_SAT,2029.0,954.0,5862.0,62300.0,23,584.0
53_qspiflash_dualflexpress_divthree-p061.aig.out.txt,7.9,UN_SAT,2067.0,965.0,5978.0,83120.0,32,993.0
54_qspiflash_dualflexpress_divthree-p119.aig.out.txt,4.65,UN_SAT,2046.0,959.0,5910.0,75088.0,30,315.0
55_qspiflash_dualflexpress_divthree-p127.aig.out.txt,345.74,UN_SAT,2279.0,1030.0,6558.0,421652.0,140,2342.0
56_qspiflash_dualflexpress_divthree-p132.aig.out.txt,0.02,UN_SAT,1991.0,939.0,5767.0,21292.0,3,3.0
57_qspiflash_dualflexpress_divthree-p160.aig.out.txt,367.83,UN_SAT,2278.0,1028.0,6559.0,500372.0,137,1835.0
58_qspiflash_qflexpress_divfive-p025.aig.out.txt,0.03,UN_SAT,1905.0,880.0,5520.0,21084.0,3,1.0
59_qspiflash_qflexpress_divfive-p088.aig.out.txt,6.72,UN_SAT,2177.0,965.0,6261.0,251784.0,126,1205.0
5_sw_ball2004_2.aig.out.txt,1.03,UN_SAT,518.0,195.0,1449.0,38676.0,12,1213.0
60_qspiflash_qflexpress_divfive-p093.aig.out.txt,29.37,UN_SAT,2073.0,932.0,5982.0,232536.0,106,1723.0
61_qspiflash_qflexpress_divfive-p112.aig.out.txt,0.28,UN_SAT,2021.0,916.0,5858.0,41464.0,14,141.0
62_qspiflash_qflexpress_divfive-p131.aig.out.txt,5.85,UN_SAT,2073.0,932.0,5984.0,250428.0,126,807.0
63_vgasim_imgfifo-p020.aig.out.txt,0.03,UN_SAT,6175.0,2549.0,17505.0,24696.0,4,1.0
64_vgasim_imgfifo-p040.aig.out.txt,0.03,UN_SAT,6140.0,2543.0,17397.0,25668.0,4,18.0
65_vgasim_imgfifo-p061.aig.out.txt,0.34,UN_SAT,6236.0,2553.0,17756.0,106600.0,49,96.0
66_zipversa_composecrc_prf-p12.aig.out.txt,0.03,UN_SAT,2453.0,1065.0,7328.0,23180.0,4,48.0
67_rast-p10.aig.out.txt,0.21,UN_SAT,122794.0,38796.0,326048.0,48308.0,3,2.0
68_stack-p2.aig.out.txt,0.09,UN_SAT,41957.0,14757.0,120594.0,48240.0,10,11.0
69_93.c.aig.out.txt,238.61,UN_SAT,865.0,239.0,2471.0,302620.0,95,9725.0
6_cal178.aig.out.txt,0.02,UN_SAT,2824.0,1113.0,8180.0,21764.0,3,2.0
70_fib_30.aig.out.txt,3149.72,UN_SAT,798.0,231.0,2245.0,4620684.0,1110,2305.0
71_fib_37.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,586.0,175.0,1603.0,451896.0,91,inf
72_rocket_1761.aig.out.txt,3573.75,SAT,1002307.0,372622.0,2872857.0,2732792.0,9,-inf
73_rocket_1951.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,1002227.0,372608.0,2872596.0,1175364.0,6,inf
74_rocket_1961.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,1002386.0,372634.0,2873161.0,1783980.0,11,inf
75_rocket_2045.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,1002233.0,372602.0,2872681.0,2285812.0,8,inf
76_rocket_2067.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,1002233.0,372609.0,2872618.0,2369896.0,6,inf
77_rocket_5541.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,1002239.0,372614.0,2872600.0,3113616.0,7,inf
78_processed_hl_arr_access_128_bv.aig.out.txt,2384.42,UN_SAT,28352.0,10636.0,81027.0,3915944.0,319,23048.0
79_processed_vector_add_cmp_split_8.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,3542.0,1293.0,9778.0,427248.0,14,inf
7_cal182.aig.out.txt,0.26,UN_SAT,131257.0,40347.0,374406.0,65696.0,6,33.0
80_ILA_AES_START_ENCRYPT_problem.aig.out.txt,0.1,UN_SAT,11136.0,5031.0,32590.0,32372.0,5,9.0
81_ILA_Flute_AND_problem.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,2268633.0,856320.0,6530090.0,2165196.0,8,inf
82_ILA_Flute_LB_problem.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,2265196.0,855513.0,6519796.0,2189192.0,6,inf
83_ILA_Flute_SB_sanity.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,2275749.0,858997.0,6548986.0,3083104.0,16,inf
84_ILA_Flute_SLL_problem.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,2266184.0,855811.0,6523111.0,6252816.0,133,inf
85_ILA_Flute_SLTI_problem.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,2261729.0,854367.0,6511350.0,1827252.0,9,inf
86_ILA_Flute_SLTI_sanity.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,2272484.0,857917.0,6541160.0,10314940.0,355,inf
87_ILA_Flute_SUB_sanity.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,2280077.0,860065.0,6561881.0,8233068.0,116,inf
88_ILA_Flute_SW_problem.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,2260154.0,854572.0,6502997.0,1290980.0,5,inf
89_ILA_Flute_XORI_sanity.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,2275422.0,858934.0,6548834.0,9447932.0,142,inf
8_cal205.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,129438.0,36258.0,359713.0,93280.0,1,inf
90_ILA_Piccolo_ADDI_problem.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,103239.0,39596.0,302069.0,381540.0,10,inf
91_ILA_Piccolo_BEQ_sanity.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,113953.0,43098.0,330939.0,968324.0,15,inf
92_ILA_Piccolo_BGEU_sanity.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,114295.0,43185.0,331855.0,1309448.0,12,inf
93_ILA_Piccolo_BLTU_problem.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,98167.0,38625.0,284266.0,304216.0,10,inf
94_ILA_Piccolo_JALR_sanity.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,114115.0,43153.0,332290.0,1386180.0,12,inf
95_ILA_Piccolo_LHU_problem.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,101882.0,39111.0,298591.0,500732.0,10,inf
96_ILA_Piccolo_LHU_sanity.aig.out.txt,141.01,SAT,112738.0,42684.0,328625.0,195548.0,11,-inf
97_ILA_Piccolo_LW_sanity.aig.out.txt,112.43,SAT,114253.0,43183.0,332682.0,191408.0,11,-inf
98_ILA_Piccolo_SRLI_sanity.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,114123.0,43138.0,332488.0,1459264.0,12,inf
99_ILA_Piccolo_SW_sanity.aig.out.txt,42.19,SAT,114299.0,43068.0,332264.0,135908.0,10,-inf
9_cal235.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,134791.0,41575.0,384530.0,145536.0,2,inf
