model,Time/Error,Result,Clauses,Variables,Literals,Memory (kB),InvariantSize,AuxVars,AndAuxVars,XorAuxVars,TraceSizes,POSizes,_generalize_using_definitions_relative_to_frame_new,add_clause_to_frame_at_least,add_definition,bdd_solve_implies,bdd_solve_is_clause_a_contradiction,call_condense,call_propagate,clause_to_bdd,clause_to_bdd_cached,condense_frames_by_defining_new_variables,do_ternary_simulation_on_bad_cube_using_sat_solver,do_ternary_simulation_on_predecessor_using_sat_solver,does_a_imply_b,extract_variables_from_solver,fix_redundancy,generalize,generalize_relative_to_frame,get_bad_cube,get_cnf_of_frame,get_predecessor_of_cube,increase_pdr_depth,insert_clause_to_exact_frame,insert_clause_to_highest_frame_possible,is_clause_guaranteed_after_transition,is_clause_guaranteed_after_transition_if_assumed,is_clause_satisfied_by_all_initial_states,is_cube_initial,is_in_coi_of_some_ev,make_delta_element,make_simplified_cube_non_initial,mark_clause_added,no_predecessor_of_cube,perform_bva,perform_proof_iteration,propagate,propagate_blocked_cubes_in_range,propagate_to_infinite_frame,recursively_block_cube,save_definition_in_bdd,solve_is_cube_blocked,Average UNSAT core on bad cube reduction,Average UNSAT core on predecessor reduction,Average UNSAT core when no predecessor reduction,Average generalization EV reduction,Average generalization no EV reduction,BVA count,"BVA unsuccessful, insufficient matches","BVA unsuccessful, no matches",Count UNSAT core on bad cube reduction,Count UNSAT core on predecessor reduction,Count UNSAT core when no predecessor reduction,Count generalization EV reduction,Count generalization no EV reduction,Delta of Infinite Frame,Depth,Extension Variables,Fractional Propagation Successful,Fractional Propagation Unsuccessful,Frame propagation skipped due to no changes,Number of SAT calls,Number of SAT calls (SAT),Number of SAT calls (UNSAT),Proof obligations,Propagation Successful,Propagation Unsuccessful,Total Clauses,Total Proof Obligations,Total memory used (MB),Trace Tree size,Violating State Developed,does_a_imply_b COI subtraction,does_a_imply_b d_lib empty,does_a_imply_b neither clause contains EVs,does_a_imply_b solved by subsumption (true),does_a_imply_b total calls,solve_implies cache hit,solve_implies solved with DDs.
109_arbitrated_top_n5_w128_d8_e0.aig.out.txt,98.34,SAT,68764.0,28747.0,192340.0,317824.0,-inf,0,0,0,inf_0_0_3_146_329_471_1019_1741_3002_3918_5768_5775,inf_inf_inf_3_156_529_829_1658_2844_5143_7241_11036_11149,0,5.87,0,0,0,0.0,16.596,0,0,0,0,0,1.1,5.122,0,49.198,49.079,18.014,0,9.014,16.596,2.256,5.869,8.432,52.671,0.455,0.25,0,0.0,0.066,2.246,53.915,0,79.8,14.71,15.154,1.886,63.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463.0,10.0,0.0,0,0,0,84802.0,65773.0,19029.0,0.0,5517.0,13183.0,5775.0,11149.0,310.0,7071.0,3756.0,0,20075660.0,0,1749.0,20077409.0,0,0
10_msmie.3.prop1-func-interl.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,7378.0,2261.0,18622.0,765200.0,inf,0,0,0,inf_0_0_1_40_76_243_491_568_1110_6132_8072_8904_10151_45706,inf_inf_inf_1_77_161_650_2067_2357_3755_18260_28763_40672_52499_139698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,12.0,0.0,0,0,1.0,1260774.0,772569.0,488205.0,0.0,5982.0,26801.0,45706.0,139698.0,228.0,66843.0,5379.0,0,1113075782.0,0,26390.0,1113102172.0,0,0
110_arbitrated_top_n5_w32_d32_e0.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,68218.0,28101.0,191074.0,6450068.0,inf,0,0,0,inf_0_0_1_59_163_272_505_849_1176_1760_2334_3548_4423_5300_6916_8013_9662_11072_15479_17572_22440_24990_28726_32384_37229_40841_44445_52221_55573_61256_64341_68921_77931_85676_100315,inf_inf_inf_1_75_290_463_879_1478_2244_3419_4599_7321_9643_11861_15705_18454_22347_26399_37988_45843_59235_67972_79074_90811_106482_119763_131505_156688_171416_194405_208713_228530_260998_292804_344379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.0,33.0,0.0,0,0,0,3429120.0,2775118.0,654002.0,0.0,134563.0,764574.0,100315.0,344379.0,6139.0,192972.0,32332.0,0,7164306276.0,0,65382.0,7164371658.0,0,0
111_arbitrated_top_n5_w64_d16_e0.aig.out.txt,326.76,SAT,67487.0,28016.0,189287.0,1039484.0,-inf,0,0,0,inf_0_0_3_92_224_324_600_1070_1899_2778_3751_4891_6533_8275_10013_13090_15459_18186_20093_21094,inf_inf_inf_3_110_499_687_1113_2017_3669_5061_6992_9960_14221_18338_22739_29429_35642_43173_48907_52415,0,33.885,0,0,0,0.001,79.205,0,0,0,0,0,17.429,30.898,0,129.012,128.542,52.965,0,31.508,79.205,28.33,33.883,30.561,134.841,2.66,1.125,0,0.001,0.285,28.292,162.254,0,273.998,75.444,77.958,3.761,194.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.0,18.0,0.0,0,0,0,465788.0,381464.0,84324.0,0.0,19563.0,102466.0,21094.0,52415.0,1011.0,31863.0,12429.0,0,312271005.0,0,8916.0,312279921.0,0,0
112_arbitrated_top_n5_w8_d32_e0.aig.out.txt,279.95,SAT,21182.0,8469.0,58174.0,469468.0,-inf,0,0,0,inf_0_0_2_80_102_137_234_367_509_726_1113_1227_1393_1690_1997_2604_3121_3491_4521_5391_5876_6396_7213_7910_9116_10088_11031_11687_12674_13733_15718_16880_18850_19619_22091_22675,inf_inf_inf_2_137_172_232_396_657_919_1323_2724_3472_3933_4607_5260_6627_7910_9033_11636_14231_15984_17748_20103_22333_26310_29490_32833_35233_38811_42770_49115_54998_61893_66332_76277_86835,0,43.937,0,0,0,0.002,88.709,0,0,0,0,0,24.772,21.617,0,102.692,102.453,11.231,0,33.063,88.709,39.041,43.934,54.406,110.559,1.303,0.52,0,0.002,0.116,38.968,146.286,0,268.829,85.909,87.852,2.8,179.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.0,34.0,0.0,0,0,0,815196.0,643476.0,171720.0,0.0,44845.0,208376.0,22675.0,86835.0,458.0,50196.0,9292.0,0,441401010.0,0,18547.0,441419557.0,0,0
113_circular_pointer_top_w128_d128_e0.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,302070.0,117552.0,805104.0,9630764.0,inf,0,0,0,inf_0_0_11_284_803_1598_3036_5574_7344_14126_18015_22777_28585_37813_43616_55765_67874,inf_inf_inf_11_299_821_2144_4245_9130_12534_24658_32564_46024_61059_80003_92976_122242_155876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,15.0,0.0,0,0,12.0,1461801.0,1245125.0,216676.0,0.0,28146.0,236060.0,67874.0,155876.0,9107.0,78292.0,44949.0,0,3043273802.0,0,26223.0,3043300025.0,0,0
114_circular_pointer_top_w128_d64_e0.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,153714.0,59917.0,409732.0,7261816.0,inf,0,0,0,inf_0_0_1_656_1182_2058_3926_6561_9931_13089_17954_22625_28578_33306_42258_50736_61492_70378_77196_90867,inf_inf_inf_1_1054_1588_2989_5548_9523_15235_22081_32516_43882_57368_67215_92652_112665_136683_161478_180092_216189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0,18.0,0.0,0,0,1.0,2116265.0,1798069.0,318196.0,0.0,72644.0,437623.0,90867.0,216189.0,6684.0,117229.0,62935.0,0,5974095335.0,0,36623.0,5974131958.0,0,0
115_circular_pointer_top_w128_d8_e0.aig.out.txt,158.21,SAT,23705.0,9415.0,63245.0,238628.0,-inf,0,0,0,inf_0_0_6_408_1055_2013_4091_6196_8040_13104_17801_22139_22200,inf_inf_inf_6_551_1204_2690_5305_9496_12914_22027_31931_42160_42594,0,29.272,0,0,0,0.001,27.654,0,0,0,0,0,17.427,2.737,0,73.773,73.626,18.528,0,8.674,27.654,28.231,29.27,12.491,76.531,0.651,0.261,0,0.001,0.073,28.211,103.096,0,139.732,27.192,27.552,0.462,111.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,11.0,0.0,0,0,2.0,388235.0,334482.0,53753.0,0.0,7364.0,74570.0,22200.0,42594.0,233.0,22948.0,17522.0,0,334636283.0,0,6134.0,334642417.0,0,0
116_circular_pointer_top_w16_d128_e0.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,39878.0,15408.0,105888.0,3068536.0,inf,0,0,0,inf_0_0_11_60_134_280_541_953_1466_2518_3214_4216_5187_6419_8229_9720_13176_15937_18322_20773_23633_29001_32102_38636_43560_49194_54364_60337_72559_78087_92347_99892_108849_116741,inf_inf_inf_11_75_153_378_728_1516_2318_4169_5632_7823_10189_12936_17236_20629_28723_36249_43086_50405_58925_72095_81035_98463_113610_130796_145706_163054_197544_218218_259026_289610_321855_351749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.0,32.0,0.0,0,0,10.0,3812271.0,3038584.0,773687.0,0.0,178640.0,869903.0,116741.0,351749.0,2897.0,175159.0,41008.0,0,9848480690.0,0,61883.0,9848542573.0,0,0
117_circular_pointer_top_w16_d32_e0.aig.out.txt,1257.26,SAT,10835.0,4203.0,28803.0,694296.0,-inf,0,0,0,inf_0_0_2_127_213_394_672_1045_1424_1965_2853_3644_4595_5951_7404_8623_10628_12220_14000_15304_17908_19767_22043_24242_26388_28643_31309_33752_37005_42463_48048_52793_56010_62486_60726_68896_69407,inf_inf_inf_2_196_295_519_912_1511_2140_3426_5081_6749_8632_11737_14860_17925_23215_27596_34310_39992_47757_53621_60448_68255_74285_81042_89164_97767_106897_124843_143080_158015_170175_192083_205300_233778_239356,0,338.799,0,0,0,0.006,327.452,0,0,0,0,0,217.114,13.995,0,482.247,481.812,22.391,0,85.769,327.452,339.394,338.79,213.403,521.393,1.9,0.681,0,0.005,0.157,339.141,820.984,0,1235.248,319.99,326.638,7.462,907.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.0,35.0,0.0,0,0,3.0,2467789.0,2011637.0,456152.0,0.0,130454.0,712037.0,69407.0,239356.0,644.0,132767.0,33113.0,0,3877237864.0,0,45916.0,3877283780.0,0,0
118_circular_pointer_top_w16_d64_e0.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,20546.0,7949.0,54580.0,2031956.0,inf,0,0,0,inf_0_0_1_96_174_343_613_998_1313_1892_2650_3298_4098_5031_6100_7350_8619_10807_12098_14210_15762_17718_20372_22493_24109_28066_30398_33467_36561_40904_43211_47452_53110_58925_62753_67783_73546_79279_84973_90807_96749_103982_109630,inf_inf_inf_1_158_244_457_834_1444_1928_3204_5097_6920_9027_11113_13610_16872_20064_25917_29864_36525_42352_48475_56764_63388_68276_80143_86751_96992_107490_121159_130305_144511_164436_187051_201622_218450_240140_264225_287044_311498_335822_360332_379667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.0,41.0,0.0,0,0,5.0,3933879.0,3255746.0,678133.0,0.0,191099.0,1194653.0,109630.0,379667.0,1859.0,214176.0,47703.0,0,9017177377.0,0,66608.0,9017243985.0,0,0
119_circular_pointer_top_w32_d16_e0.aig.out.txt,217.1,SAT,11129.0,4362.0,29647.0,211372.0,-inf,0,0,0,inf_0_0_100_183_361_615_1147_1905_2675_3565_5345_6607_8208_10754_12543_14789_18564_21835_25847_28754_29362,inf_inf_inf_100_194_382_778_1496_2745_4068_5854_9492_12602_16427_22453_26010_31164_40044_48782_60307_68835_70735,0,52.01,0,0,0,0.002,43.183,0,0,0,0,0,32.545,3.055,0,96.785,96.649,9.901,0,14.912,43.183,51.786,52.007,24.16,102.394,0.556,0.212,0,0.001,0.056,51.738,148.806,0,207.277,42.571,43.017,0.612,163.931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,19.0,0.0,0,0,2.0,680929.0,570314.0,110615.0,0.0,24061.0,161383.0,29362.0,70735.0,206.0,38743.0,16850.0,0,604477766.0,0,10881.0,604488647.0,0,0
11_peg_solitaire.3.prop1-back-serstep.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,28810.0,8643.0,75876.0,220692.0,inf,0,0,0,inf_0_0_1_6,inf_inf_inf_1_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,0,0,0,158.0,98.0,60.0,0.0,0,1.0,6.0,9.0,34.0,4.0,3.0,0,15.0,0,0,15.0,0,0
120_circular_pointer_top_w32_d32_e0.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,20643.0,8043.0,54963.0,1835388.0,inf,0,0,0,inf_0_0_2_127_268_506_1013_1691_2539_3432_5348_6780_7838_9752_12179_14714_19292_23256_27576_34383_38351_42174_49673_53679_62281_75721_83182_89184_100134_111995_129724,inf_inf_inf_2_180_335_717_1420_2508_3793_5639_9662_13305_16119_20970_26002_32828_43025_53455_65183_83424_96877_108138_129312_142942_165930_201478_226272_245621_277569_316253_368367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,29.0,0.0,0,0,6.0,3756577.0,3066184.0,690393.0,0.0,145403.0,861712.0,129724.0,368367.0,1668.0,189813.0,55586.0,0,10746408587.0,0,56035.0,10746464622.0,0,0
121_circular_pointer_top_w64_d128_e0.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,152246.0,59184.0,405552.0,8275996.0,inf,0,0,0,inf_0_0_11_156_419_828_1587_2988_4228_7082_8637_12199_15951_21141_24435_28306_35822_42631_47815_53534_60784_67979_77862_93686,inf_inf_inf_11_171_437_1116_2242_4707_7260_13086_16361_24191_32293_44133_51314_62631_82665_100830_116118_133036_153428_174459_202398_249126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,22.0,0.0,0,0,15.0,2452643.0,2060376.0,392267.0,0.0,66015.0,508367.0,93686.0,249126.0,7719.0,127948.0,52350.0,0,6006690427.0,0,42161.0,6006732588.0,0,0
122_circular_pointer_top_w64_d8_e0.aig.out.txt,53.61,SAT,12121.0,4807.0,32333.0,90068.0,-inf,0,0,0,inf_0_0_6_154_418_831_1757_3185_4539_7376_9989_12350_12277,inf_inf_inf_6_168_439_1122_2326_4849_7124_12067_17490_24108_24435,0,9.887,0,0,0,0.001,8.516,0,0,0,0,0,5.857,0.755,0,26.662,26.609,5.252,0,3.103,8.516,9.48,9.886,4.354,27.738,0.204,0.082,0,0.0,0.023,9.469,36.55,0,48.33,8.389,8.451,0.127,39.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,11.0,0.0,0,0,2.0,225680.0,192281.0,33399.0,0.0,4503.0,39850.0,12277.0,24435.0,83.0,13169.0,9411.0,0,110804962.0,0,4057.0,110809019.0,0,0
