model,Time/Error,Result,Clauses,Variables,Literals,Memory (kB),InvariantSize,AuxVars,AndAuxVars,XorAuxVars,UsedAuxVars,UsedAndAuxVars,UsedXorAuxVars,TraceSizes,POSizes,_generalize_using_definitions_relative_to_frame_new,add_clause_to_frame_at_least,add_definition,bdd_solve_implies,bdd_solve_is_clause_a_contradiction,call_condense,call_propagate,clause_to_bdd,clause_to_bdd_cached,condense_frames_by_defining_new_variables,do_ternary_simulation_on_bad_cube_using_sat_solver,do_ternary_simulation_on_predecessor_using_sat_solver,does_a_imply_b,extract_variables_from_solver,fix_redundancy,generalize,generalize_relative_to_frame,get_bad_cube,get_cnf_of_frame,get_predecessor_of_cube,increase_pdr_depth,insert_clause_to_exact_frame,insert_clause_to_highest_frame_possible,is_clause_guaranteed_after_transition,is_clause_guaranteed_after_transition_if_assumed,is_clause_satisfied_by_all_initial_states,is_cube_initial,is_in_coi_of_some_ev,make_delta_element,make_simplified_cube_non_initial,mark_clause_added,no_predecessor_of_cube,perform_bva,perform_proof_iteration,propagate,propagate_blocked_cubes_in_range,propagate_to_infinite_frame,recursively_block_cube,save_definition_in_bdd,solve_is_cube_blocked,Average UNSAT core on bad cube reduction,Average UNSAT core on predecessor reduction,Average UNSAT core when no predecessor reduction,Average generalization EV reduction,Average generalization no EV reduction,BVA count,"BVA unsuccessful, insufficient matches","BVA unsuccessful, no matches",Count UNSAT core on bad cube reduction,Count UNSAT core on predecessor reduction,Count UNSAT core when no predecessor reduction,Count generalization EV reduction,Count generalization no EV reduction,Delta of Infinite Frame,Depth,Extension Variables,Fractional Propagation Successful,Fractional Propagation Unsuccessful,Frame propagation skipped due to no changes,Number of SAT calls,Number of SAT calls (SAT),Number of SAT calls (UNSAT),Proof obligations,Propagation Successful,Propagation Unsuccessful,Total Clauses,Total Proof Obligations,Total memory used (MB),Trace Tree size,Violating State Developed,does_a_imply_b COI subtraction,does_a_imply_b d_lib empty,does_a_imply_b neither clause contains EVs,does_a_imply_b solved by subsumption (true),does_a_imply_b total calls,solve_implies cache hit,solve_implies solved with DDs.
109_arbitrated_top_n5_w64_d128_e0.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,509315.0,211119.0,1435921.0,5007160.0,inf,14,0,14,0,0,0,inf_0_0_3_229_301_342_715_1267_1898_2713_3330_4680_5918_7143_8519_9988_11838,inf_inf_inf_3_387_553_619_1162_2094_3332_4982_6160_9121_12034_14769_17558_20561_25317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.0,15.0,14.0,1872.0,41695.0,2.0,254409.0,205857.0,48552.0,0.0,7692.0,816.0,11838.0,25317.0,4383.0,16582.0,7760.0,62876603.0,424382.0,43733251.0,4449.0,107103185.0,7373.0,41883.0
10_pgm_protocol.2.prop5-back-serstep.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,43811.0,13655.0,119069.0,993972.0,inf,39,31,8,0,0,0,inf_0_0_1_2_3_4_5_6_7_8_9_10_12_13_15_16_17_292_1020_1219_1794_1986_2278_3037_3353_3387_3394_3399_3403_3404_3406_3671_3957_4264_4300_5889_9029_10498_11540_12211_12413_12526_12568_12573_13417_14107_14533_14689_15646_16811_20258_24171_29393,inf_inf_inf_1_2_3_4_5_6_7_8_9_10_13_14_19_20_21_659_2492_3020_4367_4670_5273_6992_7575_7576_7577_7585_7590_7591_7592_8315_8985_9665_9666_13959_21615_24195_25762_26794_26795_26796_26796_26797_29218_30730_31337_31338_33931_36749_46155_56560_69280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986.0,51.0,39.0,8229.0,274659.0,3.0,4774082.0,4019558.0,754524.0,0.0,59276.0,407.0,29393.0,69280.0,893.0,8361.0,305.0,1298904806.0,122199.0,150559502.0,7297.0,1450546358.0,258218.0,411379.0
110_arbitrated_top_n5_w64_d64_e0.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,257221.0,106617.0,724591.0,6080532.0,inf,39,0,39,0,0,0,inf_0_0_1_85_217_278_600_996_1660_2605_3187_4133_5239_6853_8645_9835_11951_13683_16282_25311_28358_32000,inf_inf_inf_1_99_348_519_1030_1764_3092_4942_6498_9160_11918_14772_18516_21256_25816_30005_37838_60229_66630_75090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.0,20.0,39.0,9579.0,127628.0,1.0,869090.0,699531.0,169559.0,0.0,21853.0,563.0,32000.0,75090.0,5586.0,44470.0,16359.0,580770358.0,294015.0,235926663.0,13907.0,818448631.0,77309.0,468174.0
111_arbitrated_top_n5_w8_d128_e0.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,77074.0,30911.0,212110.0,4074168.0,inf,89,0,89,0,0,0,inf_0_0_51_112_141_171_228_343_462_638_998_1147_1284_1590_1892_2295_2634_3087_3463_4075_4743_5399_6192_6841_7755_9070_9565_10292_11296_12593_12900_13662_14402_15731_16543_24726_27114_29200_31625_34358_37187_42775_44581_48049_50548_54510_60264,inf_inf_inf_51_156_213_264_355_558_776_1126_2509_3291_3738_4459_5142_6077_7339_8940_10060_11605_13220_15047_17261_18939_21323_25391_27175_29796_32852_37145_39239_41713_45502_49907_52369_93768_106486_112453_118125_125433_131933_148119_152406_161422_169891_180492_196156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.0,45.0,89.0,30697.0,567328.0,6.0,2552014.0,2037360.0,514654.0,0.0,88009.0,1578.0,60264.0,196156.0,3886.0,109749.0,14534.0,3460137299.0,280829.0,1140751737.0,41269.0,4618794586.0,2136099.0,9231856.0
112_arbitrated_top_n5_w8_d32_e0.aig.out.txt,284.33,SAT,21209.0,8469.0,58255.0,561820.0,-inf,40,0,40,0,0,0,inf_0_0_3_31_102_157_292_309_452_597_798_1149_1394_1650_2004_2347_2878_3278_3838_4693_5280_6064_6660_7280_8046_8644_9521_10400_11412_12477_12362_13569_14365_15592_16233_17415,inf_inf_inf_3_49_196_296_716_882_1145_1455_1848_2621_3333_3936_4812_5545_6761_7883_9658_12436_14342_16215_17532_19425_21757_23823_25876_29254_31596_34544_36645_40897_45219_49356_53550_60084,0,36.066,0.001,0.791,0.311,1.886,104.181,2.87,2.934,1.884,0,0,36.346,24.706,0.653,112.718,88.748,8.883,0,20.817,104.181,29.001,36.063,39.881,119.375,1.291,0.363,0.039,2.757,0.083,28.934,147.978,0.754,275.491,100.194,102.929,3.987,171.011,0.0,0.163,0,0,0,0,0,0,0,0,0,0,0,0,0,114.0,34.0,40.0,9068.0,170020.0,0,710291.0,559909.0,150382.0,0.0,31565.0,1178.0,17415.0,60084.0,548.0,35516.0,7495.0,308254560.0,224363.0,131740744.0,13444.0,442443608.0,486563.0,1171627.0
113_circular_pointer_top_w128_d128_e0.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,302070.0,117552.0,805104.0,5089660.0,inf,43,0,43,0,0,0,inf_0_0_1_403_930_1458_2762_4989_6947_10357_14160_16687_21125_27450_30784,inf_inf_inf_1_548_1083_2145_4257_7865_11578_18261_23837_29013_41369_55939_62191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,13.0,43.0,4114.0,102013.0,8.0,732533.0,611402.0,121131.0,0.0,9515.0,1334.0,30784.0,62191.0,4115.0,35733.0,28081.0,649670507.0,702242.0,224687897.0,10545.0,878889186.0,34602.0,238308.0
114_circular_pointer_top_w16_d16_e0.aig.out.txt,60.3,SAT,5932.0,2313.0,15786.0,101452.0,-inf,18,0,18,0,0,0,inf_0_0_6_116_190_353_559_955_1249_1799_2198_2971_3412_4416_5446_6491_7888_8868_10017_11035_11594,inf_inf_inf_6_175_256_502_780_1570_2157_3267_4248_5936_7369_9393_11363_13842_16988_19689_23898_26824_28324,0,11.363,0.0,0.087,0.239,0.693,17.161,0.352,0.372,0.692,0,0,11.044,0.847,0.227,25.262,19.934,2.447,0,3.214,17.161,10.858,11.362,6.672,26.34,0.183,0.054,0.01,0.176,0.015,10.841,36.64,0.377,57.91,16.962,17.12,0.199,40.605,0.0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,19.0,18.0,3018.0,63773.0,5.0,337328.0,278947.0,58381.0,0.0,6784.0,1180.0,11594.0,28324.0,99.0,14265.0,7823.0,100256176.0,443846.0,42715522.0,5305.0,144207145.0,35741.0,181801.0
115_circular_pointer_top_w16_d32_e0.aig.out.txt,1425.43,SAT,10835.0,4203.0,28803.0,767340.0,-inf,117,0,117,0,0,0,inf_0_0_3_88_163_332_608_1026_1339_1897_2347_2926_3666_4290_5537_6444_8157_9203_10961_12332_13841_16198_18125_19548_22022_24281_26681_30238_32996_36401_40114_43842_48199_48765_51914_54876_56143,inf_inf_inf_3_141_222_467_831_1569_2239_3424_4489_5951_7353_8515_10899_13170_17407_19929_25337_29109_32636_37873_41910_45424_51174_55973_62052_73246_82237_92607_106313_119416_133441_139624_152450_167292_168919,0,298.968,0.001,6.521,12.644,43.637,656.009,16.686,16.995,43.632,0,0,462.392,19.455,13.637,362.364,270.919,18.164,0,45.779,656.009,318.438,298.96,151.145,383.1,1.996,0.496,0.158,4.924,0.122,318.197,661.31,27.236,1407.545,646.307,655.343,9.702,751.263,0.0,0.216,0,0,0,0,0,0,0,0,0,0,0,0,0,107.0,35.0,117.0,38044.0,560880.0,11.0,2294022.0,1845602.0,448420.0,0.0,88095.0,1154.0,56143.0,168919.0,749.0,88659.0,28323.0,3958703263.0,472391.0,1007515471.0,36530.0,5035926084.0,956761.0,8540313.0
116_circular_pointer_top_w16_d64_e0.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,20546.0,7949.0,54580.0,1610836.0,inf,178,0,178,0,0,0,inf_0_0_8_128_197_330_519_897_1183_1732_2314_2829_3334_4012_5298_6275_7341_8159_10300_12089_13911_15137_17053_18358_21334_22964_26647_29689_32518_35615_40818_41276_45647_51394_52442_55213_61293_64296_65775_69194_72855_77421_81109,inf_inf_inf_8_194_271_477_795_1481_2045_3091_4618_5865_7054_8494_11109_13425_15684_18226_24700_30063_32975_35456_40401_43503_53456_58532_68723_77347_85750_93683_108977_112178_125346_146628_152776_166788_184561_197660_209085_219388_232136_244659_255822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0,41.0,178.0,65098.0,935111.0,22.0,3591460.0,2901740.0,689720.0,0.0,140004.0,1140.0,81109.0,255822.0,1563.0,136568.0,41020.0,9362748668.0,435633.0,2129060270.0,61234.0,11684967558.0,1711148.0,20792605.0
117_circular_pointer_top_w32_d128_e0.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,77334.0,30000.0,205776.0,4045644.0,inf,145,0,145,0,0,0,inf_0_0_1_85_229_475_959_1434_1978_2568_3333_4385_5639_7125_9400_10784_12028_13410_16091_18307_20540_23223_25088_27900_30411_34164_40318_42829_56017_62288_68742_74043,inf_inf_inf_1_104_256_646_1305_2388_3442_4833_6185_7645_10515_14348_18745_21596_24977_30886_38880_46972_55161_62136_67387_72086_81117_92462_109510_117402_152741_170310_194611_211242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,30.0,145.0,29831.0,510112.0,6.0,2722911.0,2227021.0,495890.0,0.0,73177.0,1730.0,74043.0,211242.0,3833.0,111864.0,40621.0,5025327910.0,531813.0,1388992820.0,39534.0,6468145183.0,733420.0,5107554.0
118_circular_pointer_top_w32_d16_e0.aig.out.txt,173.91,SAT,11132.0,4361.0,29658.0,244876.0,-inf,33,0,33,0,0,0,inf_0_0_6_212_350_623_1027_1739_2097_2972_4027_4971_6082_8300_9384_10995_13449_16533_18053_19802_20304,inf_inf_inf_6_319_464_876_1375_2773_3469_5831_8570_9941_12070_17368_19947_23871_30721_38877_42535_47823_47882,0,32.425,0.001,0.239,0.848,3.162,56.568,1.192,1.236,3.161,0,0,34.232,3.113,0.742,66.105,53.4,7.832,0,7.525,56.568,32.68,32.423,16.468,68.847,0.516,0.149,0.023,0.479,0.04,32.643,98.539,2.157,166.086,55.718,56.446,0.85,109.373,0.0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,19.0,33.0,7912.0,111952.0,3.0,591630.0,490262.0,101368.0,0.0,12328.0,2168.0,20304.0,47882.0,239.0,24212.0,14509.0,330488306.0,556010.0,113915945.0,10906.0,448839233.0,77391.0,478992.0
119_circular_pointer_top_w32_d32_e0.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,20643.0,8043.0,54963.0,1593544.0,inf,176,0,176,0,0,0,inf_0_0_3_152_297_565_910_1555_2276_3539_4666_5749_7229_8393_10192_12170_16118_18310_21814_24615_26489_30468_33566_37328_42669_47206_51710_61141_70259_77386_90231_93516,inf_inf_inf_3_237_388_800_1418_2670_3852_6096_8709_11779_13825_16575_19904_23957_33435_39362_49327_54281_60178_69240_75117_84633_98838_110007_121691_146167_173006_194437_236213_252542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.0,30.0,176.0,42913.0,667967.0,5.0,3296707.0,2660791.0,635916.0,0.0,101030.0,970.0,93516.0,252542.0,1512.0,131171.0,47095.0,7956371637.0,487796.0,2082742192.0,47791.0,10146188513.0,846418.0,7532856.0
11_pgm_protocol.4.prop2-func-interl.aig.out.txt,TIMEOUT BY /usr/bin/timeout,,33640.0,10539.0,88418.0,884304.0,inf,134,68,66,0,0,0,inf_0_0_14_21_28_44_47_72_77_93_85_200_153_182_284_316_571_700_617_732_688_729_662_917_755_1001_1325_2678_2960_3306_11357_12533_14746_16292_20848_25164_27917_32210_37950_56157_66569_84339,inf_inf_inf_14_23_35_69_80_138_156_201_208_627_648_724_967_1113_1866_2803_3058_3429_3781_4129_4378_5170_5177_5838_7138_11268_13808_15385_53065_65152_77172_86117_102382_120849_136234_149014_161573_217168_247581_283121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767.0,40.0,134.0,71528.0,264187.0,7.0,3640860.0,2598800.0,1042060.0,0.0,164163.0,1384.0,84339.0,283121.0,787.0,140247.0,3825.0,6867340583.0,93498.0,428758713.0,91113.0,7322368101.0,306982.0,1912437.0
